Name	Mass	m/z	RT min	RT	Cel_1dil40_1-B,3_01_21146	Cel_1dil40_1-B,3_01_21151	Cel_1dil40_1-B,3_01_21156	Cel_1dil40_1-B,3_01_21161	Cel_1dil40_1-B,3_01_21166
Cluster_02174	202.1716769	203.1789529	32.86399357	1754.068495	1742.699219	1826.285645	1363.7854	1773.468872	1655.923218
Cluster_02177	203.053107	204.060383	1.75234971	306.6663231	3428.884766	3515.458252	3655.178467	3788.932373	3218.300049
Cluster_02181	203.1154538	204.1227298	6.687792558	517.3049297	2507.895508	2489.605225	2447.02124	2613.909424	2560.325684
Cluster_02182	186.0888352	204.1226612	11.06225433	627.330773	1567.130127	1466.884766	1281.080322	1694.969849	1667.808594
Cluster_02191	187.0632116	205.0970376	5.029504377	472.7424697	607630.5625	574980.0625	563173.4375	638654.125	610633.9375
Cluster_02192	187.0700116	205.1038376	5.03369719	472.8684805	36832.08594	38537.58203	40778.35547	40985.20313	41934.82813
Cluster_02193	187.0841728	205.1179988	1.999347054	333.573619	20635.03125	24274.37305	25133.38477	31829.53906	31338.74023
Cluster_02205	206.0938443	207.1011203	17.3223827	891.2153843	3263.827637	2953.420654	2626.4021	2782.872803	2593.776611
Cluster_02208	206.1302293	207.1375053	32.86353656	1754.043248	4101.724121	3937.729736	3427.521973	3990.809814	3775.213135
Cluster_02210	184.1848341	207.1740551	35.21235781	1887.292353	1409.755737	1344.737305	1410.707764	1543.589844	1507.536499
Cluster_02211	190.062836	208.096662	11.26497482	634.3972979	1431.078125	1516.419678	1326.273193	1507.93811	1421.681519
Cluster_02213	208.0846923	209.0919683	2.721629132	403.3815749	60203.27344	59014.03516	55386.90625	64021.63281	60288.10938
Cluster_02219	186.2003607	209.1895817	30.86181533	1644.514622	2811.122559	2837.446045	2312.530518	2669.612793	2660.924561
Cluster_02224	210.0195028	211.0267788	30.91788887	1647.554609	14406.21973	14648.23242	13369.80664	14379.08594	13747.92383
Cluster_02228	210.1254296	211.1327056	17.54841608	902.582619	27012.25781	25825.12695	27810.53516	25449.97461	26786.80664
Cluster_02229	210.1251574	211.1324334	11.74396364	651.0941117	3216.363281	2843.281738	3461.281006	3455.448486	3507.185059
Cluster_02230	210.1251703	211.1324463	13.16748828	700.8840784	1850.665405	1998.06958	2005.263184	2087.171387	2031.478271
Cluster_02231	210.1252617	211.1325377	15.52652726	802.7707065	1554.686768	1534.865601	1707.267212	1749.560791	1911.541138
Cluster_02232	210.1253881	211.1326641	17.07637445	879.0996426	6509.57959	5819.689941	5470.45752	5498.383301	4343.350586
Cluster_02233	188.1542704	211.1434914	10.8099642	618.5363271	1487.581543	1560.699463	1388.574219	1472.939453	1371.607178
Cluster_02236	210.1616135	211.1688895	35.21097608	1887.21284	2915.821777	2716.612061	2484.869385	2692.912354	2622.338623
Cluster_02239	188.1795496	211.1687706	20.35752572	1056.966418	2840.404541	3263.35376	3439.496338	3393.290527	3352.49707
Cluster_02241	210.1979722	211.2052482	23.61957301	1243.341159	1532.954956	1449.284668	1538.461182	1704.455811	1843.913208
Cluster_02245	212.104516	213.111792	9.825439123	589.5718202	4431.527832	4816.331055	4827.525879	5121.041504	4901.134277
Cluster_02249	212.1409191	213.1481951	16.5336211	852.369404	5386.995605	4943.03125	5124.439941	5734.860352	5685.353027
Cluster_02251	212.1409163	213.1481923	35.21454731	1887.418349	2662.162354	1896.637329	2001.630737	2124.759766	1960.339478
Cluster_02253	195.1255064	213.1593324	9.6010621	584.4039246	7297.628418	7643.466309	6833.902832	8592.067383	7488.168945
Cluster_02254	195.125536	213.159362	5.716375637	493.3857021	1613.448486	1605.205688	1635.656128	1891.928955	1746.482422
Cluster_02257	190.9899239	213.9791449	1.900557636	322.8117376	1304.534058	1178.651855	1226.56604	1669.985107	1465.758667
Cluster_02262	197.1050375	215.1388635	2.373742807	374.3593906	12952.6416	12723.95898	12185.00684	13163.95996	13933.96289
Cluster_02264	197.108814	215.14264	32.86285494	1754.005593	1626.800171	1320.880737	1239.073975	1182.733398	1415.285889
Cluster_02265	214.1568808	215.1641568	18.75441342	967.9294014	24493.04297	23433.61328	22617.15039	25580.12109	27306.63477
Cluster_02269	215.1517416	216.1590176	29.51425529	1571.420548	3538.407959	3687.19458	3489.888428	3906.521484	3708.262939
Cluster_02270	198.1617569	216.1955829	20.34026588	1055.994113	6389.291992	6881.137695	7462.660156	8047.186035	8367.234375
Cluster_02272	194.1076057	217.0968267	7.957151217	546.541047	7381.234375	7027.875	6572.76709	7498.850586	6926.395508
Cluster_02278	199.0729271	217.1067531	4.091860208	444.5625069	2821.240234	2379.981934	2758.613037	3061.750732	2827.897705
Cluster_02281	199.1206969	217.1545229	2.406721205	377.9519779	29368.29102	29541.19922	27383.36914	31589.42969	28755.73047
Cluster_02285	195.0752626	218.0644836	2.609055561	399.9937954	4842.405762	4992.74707	4957.82959	5550.027832	5268.890625
Cluster_02289	200.1047243	218.1385503	2.062513496	340.454819	69539.63281	71851.84375	69373.6875	77501.64844	72216.67188
Cluster_02290	200.1044019	218.1382279	12.14547711	665.0902538	3103.820313	2944.234131	2575.616211	2989.070068	3026.472168
Cluster_02298	218.1052023	219.1124783	5.284257397	480.3988182	4908.250977	5114.418945	5157.338867	5749.533691	5650.68457
Cluster_02299	196.12304	219.112261	9.692072434	586.5000925	1965.898926	1706.025024	1595.25647	1794.422852	1749.195923
Cluster_02302	218.1301945	219.1374705	34.7818802	1862.520267	2300.542969	1865.388306	1628.994019	2005.63269	1549.786865
Cluster_02306	218.2031421	219.2104181	34.33873586	1837.019266	6626.414063	6230.637207	5589.562012	6522.29541	6109.181152
Cluster_02310	202.0626629	220.0964889	8.640244447	562.2741842	11234.45996	10116.24609	9818.453125	10509.21973	10100.81738
Cluster_02312	202.0841161	220.1179421	3.48380988	426.2881591	208597.0469	208066.4688	198676.5156	237520.0938	222406.9375
Cluster_02317	220.0843272	221.0916032	5.037645535	472.9871441	1456.579224	1478.86377	1514.875122	1495.499146	1512.774414
Cluster_02318	203.0578196	221.0916456	2.142623164	349.1817734	2662.469482	2425.244385	2533.067627	2820.045654	3068.70874
Cluster_02321	220.1458991	221.1531751	32.86306251	1754.01706	3611.536621	3574.422852	3295.074463	3576.384277	3237.929688
Cluster_02323	203.1194052	221.1532312	34.23281893	1830.924214	1880.94751	1345.258911	1360.912598	1329.05957	1343.478027
Cluster_02325	198.2003196	221.1895406	23.62806146	1243.826668	2251.699463	2169.167236	2020.955444	2399.964111	2277.516846
Cluster_02330	204.0782263	222.1120523	12.6556931	682.8755987	3488.01001	3780.930908	3317.489014	3849.556641	3514.553223
Cluster_02339	205.0735586	223.1073846	4.893169965	468.6450745	6100.146973	6287.478027	5908.604492	6214.020996	6788.370605
Cluster_02349	200.2160442	223.2052652	33.00166935	1761.674171	2674.056641	2384.849121	2450.352783	2606.111328	2458.834717
Cluster_02366	202.1952993	225.1845203	35.2108777	1887.207179	2379.146484	2422.231445	2111.791748	2348.43457	2533.280273
Cluster_02370	224.2137149	225.2209909	35.04338427	1877.568671	5787.253906	4732.881348	4908.755371	5176.446777	5560.180176
Cluster_02371	208.0132353	226.0470613	31.60619647	1684.870711	1440.475098	1711.786133	1304.69519	1469.69812	1396.715576
Cluster_02374	208.0918971	226.1257231	3.480398056	426.1856202	6577.052734	5465.958008	4224.374512	4132.955566	3209.338135
Cluster_02378	208.1459923	226.1798183	36.20983086	1948.125909	2690.790283	2445.680176	2552.040039	3069.614014	2574.009766
Cluster_02383	204.0897485	227.0789695	4.987876774	471.4913935	1803.409912	1457.151978	1370.51062	1434.589478	1121.885498
Cluster_02385	204.1129841	227.1022051	3.227283547	418.5785154	2073.169678	2062.098877	2112.225098	2357.463135	2235.83252
Cluster_02395	204.1859573	227.1751783	7.313294043	531.7116025	5816.392578	5939.086426	5589.932617	6063.834473	5886.951172
Cluster_02396	204.1857824	227.1750034	11.77688748	652.241786	8450.613281	8114.039551	8202.225586	8869.740234	8345.612305
Cluster_02397	204.1857978	227.1750188	4.581673938	459.2833713	2123.690918	2574.911621	2286.55542	2715.44458	2460.450439
Cluster_02398	204.1858043	227.1750253	5.660066967	491.6934011	2222.755127	2029.406616	2075.758301	2288.984619	2365.205078
Cluster_02399	204.1857663	227.1749873	7.846662943	543.9962595	2443.279541	2247.958496	2371.936768	2531.679688	2396.374268
Cluster_02400	204.1857167	227.1749377	9.292731326	577.3023898	1684.636108	1627.541138	1441.391724	1555.75769	1618.735474
Cluster_02401	204.1857974	227.1750184	10.34529094	602.3385318	6423.982422	5787.875	5656.072754	5913.213867	5683.51416
Cluster_02405	226.1929469	227.2002229	30.86120276	1644.481412	3654.976074	3615.877197	3064.151367	3620.780273	3589.030273
Cluster_02417	210.1365612	228.1703872	3.622976065	430.4706604	2202.488525	2012.621582	2087.479492	2513.326904	2309.18457
Cluster_02423	211.0842098	229.1180358	5.593807527	489.7020395	15056.08496	15180.65137	15579.88184	17197.17383	16185.3291
Cluster_02425	211.1092953	229.1431213	13.15584982	700.3831375	7673.649902	7410.583984	6793.703613	8337.155273	7824.598145
Cluster_02426	228.1356785	229.1429545	11.74345411	651.0763502	2510.077637	2355.56543	2540.883057	2850.308838	2463.885742
Cluster_02431	211.1206942	229.1545202	4.668587797	461.8954809	4145.138672	3542.075439	3669.571045	4226.773926	3894.106934
Cluster_02432	206.1654166	229.1546376	5.7141984	493.3202674	10320.33594	10290.87109	7624.896973	10344.85449	9466.436523
Cluster_02433	211.1458359	229.1796619	20.35613001	1056.887792	11112.38379	11847.87402	12912.66113	12921.33496	14863.77246
Cluster_02440	207.1163267	230.1055477	5.89755	498.8307174	1602.082153	1565.833618	1631.907104	1722.830078	1577.744995
Cluster_02441	212.1407848	230.1746108	16.52964212	852.1734417	2406.140381	1937.985718	2123.411621	2430.907227	2124.775146
Cluster_02445	213.0884375	231.1222635	7.233548617	529.8748902	2521.845947	2434.37915	2626.481689	2838.543213	2581.08374
Cluster_02446	208.1330987	231.1223197	8.319517021	554.8871272	5614.135742	5415.483887	5302.587402	5739.73584	5342.34082
Cluster_02447	230.1263445	231.1336205	2.852391005	407.311493	9550.532227	10150.10645	10618.53223	12286.91309	11988.12793
Cluster_02450	230.1628905	231.1701665	4.68430795	462.3679344	27654.1875	27963.11523	26786.125	29667.57227	28794.43164
Cluster_02451	230.1628992	231.1701752	6.373504347	510.066182	36848.21875	36325.44922	34628.61328	39558.54297	36516.41016
Cluster_02456	214.1204915	232.1543175	3.661350673	431.6239711	127380.4688	124429.1563	118370.6953	133116.9063	123511.0859
Cluster_02470	210.1639436	233.1531646	32.86309593	1754.018906	3003.607422	3019.801025	2761.303711	3062.634033	2716.428711
Cluster_02471	232.152961	233.160237	3.658993617	431.5531321	9515.172852	10765.48047	9780.445313	11021.05664	11368.86523
Cluster_02473	232.2186468	233.2259228	36.3693575	1958.011196	3301.272949	2719.146973	2910.751709	2972.119385	3066.939209
Cluster_02480	217.0961841	235.1300101	35.21427121	1887.40246	3223.57959	2048.12915	1911.434204	1995.184814	1748.243652
Cluster_02481	217.0987181	235.1325441	18.84547024	972.8633015	1749.730225	1519.945068	1569.378052	1474.440186	1433.543579
Cluster_02485	212.1796668	235.1688878	20.53044314	1066.70743	1392.596558	1352.686646	1428.011108	1796.341187	1713.180054
Cluster_02486	217.1351925	235.1690185	33.15101794	1769.924693	1856.254761	1714.199585	1480.998047	1598.424561	1384.994019
Cluster_02490	234.1980441	235.2053201	25.06578013	1325.634349	2544.86499	2377.169922	2484.125732	2598.511963	2747.69043
Cluster_02491	212.2160984	235.2053194	32.06254595	1709.793814	1816.797974	1915.162109	1635.527222	1854.680908	1779.749146
Cluster_02494	213.1023749	236.0915959	3.499271753	426.7528504	17164.1582	16688.8418	17566.87695	19639.79102	17403.42188
Cluster_02499	214.0343706	237.0235916	9.152671651	574.0765079	1120.857788	1007.797302	1057.707642	1508.15686	1512.025146
Cluster_02501	219.0529542	237.0867802	5.031804269	472.8115906	9510.962891	9051.849609	8506.526367	9418.920898	9138.885742
Cluster_02502	236.0792779	237.0865539	2.804700303	405.8781964	2125.898682	2280.267822	2259.601563	2508.512207	2473.498779
Cluster_02504	219.0891608	237.1229868	5.179553192	477.2520375	1161.678833	1244.010986	1108.713989	1354.990479	1234.993896
Cluster_02505	219.0991385	237.1329645	6.840741162	520.8276719	4119.915527	4208.85498	4497.419434	4939.350098	4665.833008
Cluster_02506	219.1122351	237.1460611	18.77101549	968.8289819	5897.314453	5955.849121	5559.168945	4963.358887	5112.905762
Cluster_02509	236.1773888	237.1846648	22.03268509	1152.359318	6073.901855	6172.427734	6359.780273	6851.842773	6816.560059
Cluster_02510	219.1507651	237.1845911	22.77314277	1194.90514	1474.856812	1300.696289	1621.852051	1374.982666	1405.022095
Cluster_02513	214.2319513	237.2211723	34.33903285	1837.036356	22252.63672	19608.375	17956.46875	20342.01953	20192.28906
Cluster_02516	236.2195741	237.2268501	34.33957287	1837.067432	4720.008789	4614.329102	4146.640137	4876.564453	6036.392578
Cluster_02520	220.0734036	238.1072296	8.639686009	562.2613221	37793.56641	35741.5625	34302.13672	37434.69531	35720.66797
Cluster_02521	220.0822356	238.1160616	8.639918071	562.266667	2340.319092	2638.048096	2588.712891	2431.777588	2409.906982
Cluster_02522	220.1824133	238.2162393	20.0518959	1039.749274	4940.187988	4876.411621	4898.23291	5312.789551	5107.819824
Cluster_02523	238.095046	239.102322	2.160298463	351.1072778	4771.193848	5567.251465	5453.458496	7043.114258	7115.335938
Cluster_02527	221.1147693	239.1485953	6.193418853	505.9184176	2926.189941	2670.5	3161.450439	3817.479248	3402.425781
Cluster_02530	221.141194	239.17502	2.810818997	406.0620876	1533.493408	1603.927124	1658.717163	1729.533936	1714.847656
Cluster_02531	238.1929181	239.2001941	23.63430466	1244.183756	8033.877441	8614.243164	8060.85791	9184.806641	8478.785156
Cluster_02539	222.1982307	240.2320567	21.69667651	1133.052662	12096.85742	12463.84668	11806.31934	13616.69336	13015.21875
Cluster_02543	240.1357966	241.1430726	15.50104848	801.515894	3142.188477	2991.283203	3201.780273	3721.330322	3426.956543
Cluster_02548	218.1902089	241.1794299	20.48040987	1063.88889	1035.819946	1340.728271	1173.02417	1620.238037	1462.694092
Cluster_02551	240.2086696	241.2159456	33.00261381	1761.726346	4341.269043	4497.992676	3710.501953	4460.063965	3972.38208
Cluster_02555	224.0319481	242.0657741	8.155764999	551.1155586	1178.895508	1237.819458	1038.98999	1218.236816	1166.778198
Cluster_02556	219.1105338	242.0997548	3.484826571	426.3187148	21861.70117	21081.42188	19564.8418	22088.80664	20655.77148
Cluster_02558	224.1157173	242.1495433	3.315013131	421.2151408	3318.744629	3219.67749	3027.682373	3360.310547	2995.705811
Cluster_02561	242.019089	243.026365	5.419891186	484.4751569	23165.27148	21257.90625	21223.44141	24464.08984	21866.03906
Cluster_02562	242.0189888	243.0262648	3.059654435	413.5405892	8766.615234	8686.994141	8993.582031	10769.51758	10980.40039
Cluster_02563	242.0189249	243.0262009	4.840114253	467.0505379	8135.575684	7858.604004	6825.472656	6005.199707	4193.645996
Cluster_02564	242.0187319	243.0260079	9.147763313	573.9634581	7123.621582	7139.725586	6322.70752	7084.723145	7003.304199
Cluster_02565	242.0190696	243.0263456	10.16006062	597.278888	1528.227905	1420.303955	1321.841064	1442.60498	1329.807617
Cluster_02572	220.1445429	243.1337639	9.788160743	588.7132172	29876.99805	27817.5332	27519.48828	30425.56836	28017.79883
Cluster_02573	220.1444204	243.1336414	3.805470572	435.9553513	5288.282715	5284.086914	4661.030762	5252.629883	5182.637695
Cluster_02574	225.0998604	243.1336864	9.207220995	575.3328991	22614.60938	22015.63867	20778.26172	23605.09961	21843.74609
Cluster_02575	225.1614253	243.1952513	22.10958099	1156.777665	1569.419434	1522.194458	1537.609131	1559.891357	1904.264404
Cluster_02576	242.2243627	243.2316387	35.04306399	1877.55024	17352.37305	14567.85352	14275.41309	16622.87109	16031.86816
Cluster_02580	243.0504243	244.0577003	31.60855455	1684.998552	3323.627441	3300.163574	3091.265625	3563.737793	3434.628906
Cluster_02582	221.1072655	244.0964865	9.149296755	573.9987767	12353.29688	11779.96582	11452.32129	13719.26465	12463.67773
Cluster_02585	226.120246	244.154072	6.837336335	520.7492512	6552.608398	6403.399902	5885.571777	6844.36377	6564.680664
Cluster_02587	226.1312462	244.1650722	2.296741239	365.9710253	1620.64856	1759.469971	1397.140625	1761.341919	1661.387329
Cluster_02590	226.1676824	244.2015084	5.592146266	489.652112	1967.838623	1743.999756	1834.005859	2052.938477	1902.875366
Cluster_02591	226.1932942	244.2271202	24.38137465	1286.913458	78008.4375	79919.77344	81669.02344	90576.17188	87474.03125
Cluster_02592	226.1929299	244.2267559	20.25782613	1051.350008	1280.312134	1265.286987	1128.953491	1254.994263	1404.385132
Cluster_02598	222.1603919	245.1496129	2.337286954	370.3879778	20611.08789	21136.02734	20552.26758	24116.25391	22194.14258
Cluster_02599	244.141903	245.149179	5.126894747	475.6694403	1557.339478	1850.107544	1642.880615	2180.865234	1768.23999
Cluster_02601	244.1785826	245.1858586	8.884107395	567.8908834	28700.28711	26363.12891	25408.5625	28103.61523	26957.85156
Cluster_02602	244.1782876	245.1855636	10.65633719	613.1811256	4273.049316	3957.110352	3884.012939	4225.711426	4219.626465
Cluster_02604	244.2188479	245.2261239	35.21156644	1887.246813	8880.408203	7543.70752	7747.792969	8965.27832	8317.635742
Cluster_02608	245.0886681	246.0959441	10.27808267	599.9971951	4735.223145	4996.355957	4526.236328	5124.241211	4415.558105
Cluster_02611	223.155399	246.14462	3.251233559	419.2983092	10535.50488	10385.93945	9903.819336	11228.02637	10352.14648
Cluster_02612	245.162316	246.169592	13.16065669	700.590034	5307.005371	4773.375488	4885.231445	5544.598145	4893.15625
Cluster_02613	228.1361637	246.1699897	8.135112938	550.6398963	48688.72266	48963	46497.12109	57018.02734	52619.04688
Cluster_02614	228.1355849	246.1694109	11.74300003	651.0605217	1100.335938	1068.067505	1056.72937	1093.391113	1289.403442
Cluster_02617	228.146956	246.180782	5.871940016	498.0610348	1520.822754	1486.138916	1401.999146	1784.372559	1677.355225
Cluster_02623	246.1034486	247.1107246	3.463761845	425.6856354	1168.906616	1180.024536	1126.525024	1211.00708	1263.829956
Cluster_02626	229.0948524	247.1286784	2.587320285	397.6260068	1233.466064	1207.905518	1302.725952	1411.900146	1489.346191
Cluster_02627	229.0947659	247.1285919	4.35275775	452.403523	8677.876953	8567.095703	7945.944336	9214.176758	9041.470703
Cluster_02628	229.0947633	247.1285893	3.825468189	436.5563597	8717.163086	8313.924805	8478.910156	8927.855469	8570.03418
Cluster_02629	229.0946276	247.1284536	5.277995952	480.2106368	2218.017578	2297.625244	2349.09375	2643.451416	2346.095459
Cluster_02632	246.1615487	247.1688247	32.86330634	1754.03053	2786.964111	2510.713135	2347.186035	2552.031738	2570.447754
Cluster_02646	248.1191597	249.1264357	2.992250303	411.514825	4005.335693	4003.485596	3802.206787	4469.100586	4053.368164
Cluster_02647	248.125611	249.132887	8.321361251	554.9296039	4036.100342	3890.536377	3916.858643	4350.273926	4123.325684
Cluster_02648	248.1248367	249.1321127	2.991032288	411.4782188	1237.169434	1396.028442	1356.782349	1393.430298	1584.566895
Cluster_02653	249.085902	250.093178	2.577673632	396.5751236	2276.481689	2090.839355	2029.460449	1864.960327	2051.555908
Cluster_02654	232.0779594	250.1117854	15.79489962	815.9878655	4218.341797	3887.024902	3826.969238	4384.600098	4172.329102
Cluster_02655	232.0778534	250.1116794	17.02822417	876.7282737	5042.150879	4442.041504	4202.851074	4881.842285	4459.880859
Cluster_02668	233.1167984	251.1506244	2.196711021	355.0739743	1885.639038	1849.880493	1890.056396	1775.687622	1963.377075
Cluster_02673	250.2294483	251.2367243	36.37045188	1958.07901	10570.47168	10246.33789	9342.457031	10690.29297	10344.61914
Cluster_02679	234.1100679	252.1438939	4.091007886	444.5368912	1823.408447	1798.942505	1790.510986	1956.068237	1799.877441
Cluster_02682	234.1982469	252.2320729	21.74160161	1135.634005	34656.51172	34087	33013.09766	35622.78906	36478.57031
Cluster_02683	234.1980178	252.2318438	20.32245755	1054.990911	2763.766602	2963.565918	2950.173828	3196.286133	3004.846924
Cluster_02689	252.1106349	253.1179109	2.181348962	353.4004686	2651.773926	2888.768555	2976.327148	3540.015137	3465.760742
Cluster_02690	235.0840368	253.1178628	4.461399719	455.6686493	2482.759277	2565.660645	2255.718994	2130.882568	1972.207031
Cluster_02691	235.0839466	253.1177726	5.58288972	489.3739157	1908.672974	1864.985474	1722.736084	1964.392456	1891.181152
Cluster_02694	230.1904093	253.1796303	21.23633219	1106.601821	3726.206055	3766.851074	3404.476074	4164.556641	3997.673584
Cluster_02697	235.1568547	253.1906807	6.693484685	517.4360318	2116.913574	2064.593506	2047.908569	2215.474121	2007.016235
Cluster_02698	230.2268888	253.2161098	25.06583675	1325.637534	12134.62695	11665.85645	10793.9834	12163.00684	12365.09473
Cluster_02703	236.0681518	254.1019778	3.49932531	426.75446	1601.863159	1783.076904	1789.885132	1969.499023	1664.479248
Cluster_02708	236.2139482	254.2477742	24.04610094	1267.737014	22927.66797	22163.79883	20628.375	21335.74023	18912.33594
Cluster_02711	236.2137115	254.2475375	22.2144194	1162.801556	2178.955811	2241.52124	2168.16333	2255.773193	2434.178223
Cluster_02718	254.1514111	255.1586871	15.11633944	784.7662386	1797.732544	1887.101563	2074.425781	2031.806763	2164.861084
Cluster_02719	254.1515814	255.1588574	18.39630846	948.5255386	3016.406738	2945.986328	3286.059814	3353.552734	3218.019287
Cluster_02721	254.1882863	255.1955623	22.03004485	1152.207612	33265.19531	32266.97656	32675.40625	37356.32422	36470.12109
Cluster_02724	254.2245954	255.2318714	34.33972565	1837.076224	44070.52344	38777.625	35867.45703	39645.78906	39266.00781
Cluster_02728	254.2297075	255.2369835	34.34028904	1837.108644	11082.68457	11158.38184	9094.259766	12134.35742	13947.08789
Cluster_02732	238.1202063	256.1540323	14.52964489	759.5138194	1504.424438	1626.847656	1641.877075	1767.097168	1559.532715
Cluster_02734	233.1871814	256.1764024	2.163483816	351.4542826	1247.674072	1358.817383	1196.502686	1524.428711	1328.953491
Cluster_02735	233.1873803	256.1766013	4.016592672	442.300416	4285.910645	4371.452148	4069.605713	4619.986328	4396.222168
Cluster_02736	233.1873152	256.1765362	7.056376301	525.7942227	3079.378418	2619.174805	2358.539551	2815.583984	2708.010498
Cluster_02738	238.1932931	256.2271191	24.14792021	1273.560708	39089.54297	36531.32813	35844.92578	40204.44531	38782.80078
Cluster_02744	234.1100373	257.0992583	4.095268828	444.6649496	5104.869141	5203.006836	4863.545898	5006.192871	4570.235352
Cluster_02749	239.1407789	257.1746049	19.01266316	981.9226244	4651.112793	4655.059082	4711.091309	4932.504883	4650.785645
Cluster_02752	234.2004063	257.1896273	32.86355076	1754.044033	2772.635254	2604.562744	2392.580566	2535.787842	2501.122803
Cluster_02753	256.2039063	257.2111823	23.62834229	1243.84273	31769.38477	28263.05078	28629.03711	31762.97461	32980.11328
Cluster_02754	239.1769955	257.2108215	24.28393493	1281.340258	1220.830078	1395.540649	2055.124756	1386.001587	1380.807739
Cluster_02761	240.1359766	258.1698026	15.39198755	796.6306435	6880.585449	6294.039063	6357.929688	6526.491211	6595.129883
Cluster_02764	240.2089874	258.2428134	25.97086695	1376.558495	91023.40625	90834.71094	87392.84375	96471.80469	98596.38281
Cluster_02765	240.2088415	258.2426675	26.39754321	1400.554631	19914.83398	19591.66992	18560.55273	20574.0332	21220.05078
Cluster_02766	240.2085183	258.2423443	21.69709739	1133.076845	1519.64209	1213.448853	1147.985718	1406.044189	1567.166138
Cluster_02767	240.2450155	258.2788415	22.57905091	1183.752851	1935.294067	1791.156006	1772.594116	2151.2854	2422.506836
Cluster_02773	241.0963092	259.1301352	34.77906782	1862.358426	2709.057373	1597.470581	1550.255859	1697.830811	1344.161743
Cluster_02775	241.119859	259.153685	13.73336122	725.240297	1494.62561	1443.487427	1436.452148	1624.638916	1531.60083
Cluster_02776	241.1197309	259.1535569	14.53615224	759.7939078	2186.82666	2225.411865	2193.543945	2226.88208	2129.479736
Cluster_02778	236.1797095	259.1689305	32.8646491	1754.104709	2390.885498	2132.226563	2124.400635	2189.217041	1850.516235
Cluster_02786	237.0997609	260.0889819	8.640591814	562.2821848	3086.066406	3116.63916	2675.207275	2880.603516	2457.862305
Cluster_02787	237.1044518	260.0936728	8.640571413	562.2817149	1464.21875	1502.799194	1309.327759	1340.137695	1234.343872
Cluster_02792	259.1530935	260.1603695	3.318252446	421.3124951	9040.625	8562.308594	8299.102539	8927.388672	8536.170898
Cluster_02793	259.1528765	260.1601525	4.377793197	453.1559385	2591.423828	2612.393066	2426.089844	2634.074463	2507.167236
Cluster_02794	259.1529901	260.1602661	2.882029917	408.202261	2939.833984	2863.682129	3041.541016	3352.4729	3105.967529
Cluster_02797	259.1892976	260.1965736	2.259321822	361.8946441	2596.967041	2214.485596	2369.594727	2466.133057	2413.375977
Cluster_02798	259.1892589	260.1965349	6.670018557	516.8955554	4226.895508	3905.305664	3699.908447	3774.754395	3684.638916
Cluster_02799	242.1879441	260.2217701	20.4871106	1064.266364	2875.576904	2917.509033	2755.970459	3509.840088	3228.184082
Cluster_02802	238.1007919	261.0900129	6.014242378	501.7915899	2538.701416	2484.904785	2360.488525	2830.549805	2806.748047
Cluster_02803	243.1104454	261.1442714	5.517846152	487.4190959	1083.022095	1258.880981	1318.677734	1465.030273	1412.587769
Cluster_02804	238.1552641	261.1444851	6.448322742	511.7894139	6267.904785	5990.98291	6208.768066	6603.760742	6693.898926
Cluster_02805	243.1104268	261.1442528	3.806951581	435.9998615	3114.287842	3123.886475	3018.862793	3385.012695	3228.790283
Cluster_02806	243.1119109	261.1457369	34.23731109	1831.182718	1678.709229	1337.986206	1346.879761	1301.280884	1117.613525
Cluster_02809	238.1952559	261.1844769	32.86309303	1754.018746	2390.746094	2306.147949	2157.313477	2063.763184	2200.183594
Cluster_02810	260.1773963	261.1846723	34.23228389	1830.893424	5588.671387	4584.469727	4089.483887	4427.731934	4485.029297
Cluster_02814	244.0400869	262.0739129	13.18705327	701.7261916	1460.02002	1256.119385	1245.975098	1182.95874	1121.526367
Cluster_02815	244.0732372	262.1070632	10.07713212	595.3688625	4859.811035	4628.743652	3939.272461	4436.894531	4204.248047
Cluster_02816	244.0733558	262.1071818	9.148599588	573.9827194	22560.97656	21680.03906	20146.5918	23405.5	21959.74805
Cluster_02817	244.0846139	262.1184399	7.701873011	540.6614294	13014.82813	12798.39648	12520.1875	13431.63574	12874.25781
Cluster_02818	239.1244353	262.1136563	9.149817006	574.0107592	4416.070313	4963.091797	5123.66748	4832.882324	5582.866699
Cluster_02821	244.1310712	262.1648972	2.142852606	349.2067682	9722.748047	9565.048828	9795.918945	11138.17871	10892.89941
Cluster_02832	262.0622974	263.0695734	2.534797258	391.9042747	16973.76953	16028.14258	15789.47949	17436.61719	16322.12012
Cluster_02833	262.0739635	263.0812395	24.12392944	1272.188523	4363.772461	3796.691406	3756.436035	4058.489258	3831.827637
Cluster_02835	245.1051238	263.1389498	6.878596185	521.6995562	2588.595459	2447.643555	2452.628662	2580.83374	2524.856689
Cluster_02837	262.134759	263.142035	5.671352292	492.0325703	2524.143555	2470.773926	2539.656982	2736.846436	2843.341064
Cluster_02841	245.162413	263.196239	1.969674941	330.3412104	6847.74707	6752.484863	6162.072754	6608.399902	6304.623535
Cluster_02846	262.22966	263.236936	35.21173332	1887.256416	39467.53516	34982.26172	33525.04688	37377.80078	36235.32031
Cluster_02849	240.2474166	263.2366376	32.66284176	1742.956188	3081.993408	2546.700195	1913.841675	1789.104614	1568.116699
Cluster_02853	263.0788506	264.0861266	8.149986758	550.982473	3725.637451	3668.464111	3181.210693	3879.764893	3698.939453
