id	name	formula	inchikey	exactmass
M_galt_c	Galactitol	C6H14O6	FBPFZTCFMRRESA-GUCUJZIJSA-N	182.0790382
M_gcynala_c	gamma-Glutamyl-beta-cyanoalanine(1-)	C9H13N3O5	QUAADUAOVLZBJM-WDSKDSINSA-N	243.0855205
M_LgluDala_c	Gamma-L-glutamyl-D-alanine	C8H14N2O5	WQXXXVRAFAKQJM-UHNVWZDZSA-N	218.0902716
M_glucys_c	gamma-L-Glutamyl-L-cysteine	C8H14N2O5S	RITKHVBHSGLULN-WHFBIAKZSA-N	250.0623427
M_lnlncgcoa_c	gamma-linolenoyl-CoA(4-)	C39H64N7O17P3S	XZQYPTBYQYZGRU-FHDVEODPSA-N	1027.329226
M_gdp_m	GDP(3-)	C10H15N5O11P2	QGWNDRXFNXRZMB-UUOKFMHZSA-N	443.0243303
M_gdpddman_c	GDP-4-dehydro-6-deoxy-D-mannose(2-)	C16H23N5O15P2	PNHLMHWWFOPQLK-BKUUWRAGSA-N	587.0665891
M_gdpg_c	GDP-D-glucose(2-)	C16H25N5O16P2	MVMSCBBUIHUTGJ-ZQVROCHNSA-N	605.0771537
M_gdpmann_n	GDP-D-mannose(2-)	C16H25N5O16P2	MVMSCBBUIHUTGJ-XIYWIPNQSA-N	605.0771537
M_gdpfuc_c	GDP-L-fucose(2-)	C16H25N5O15P2	LQEBEXMHBLQMDB-QIXZNPMTSA-N	589.0822391
M_grdp_c	Geranyldiphosphate(3-)	C10H20O7P2	GVVPGTZRZFNKDS-JXMROGBWSA-N	314.068427
M_glu_gly_phe_c	glu-gly-phe	C16H21N3O6	ZWQVYZXPYSYPJD-RYUDHWBXSA-N	351.1430354
M_glutaconyl_coa_c	glutaconyl-CoA(5-)	C26H40N7O19P3S	URTLOTISFJPPOU-DEGQQWIJSA-N	879.1312543
M_glutcoa_c	Glutaryl-CoA(5-)	C26H42N7O19P3S	SYKWLIJQEHRDNH-CKRMAKSASA-N	881.1469043
M_g3p_c	Glyceraldehyde3-phosphate(2-)	C3H7O6P	LXJXRIRHZLFYRP-UHFFFAOYSA-N	169.9980249
M_glyc_m	Glycerol	C3H8O3	PEDCQBHIVMGVHV-UHFFFAOYSA-N	92.04734412
M_glyc3p_c	Glycerol3-phosphate(2-)	C3H9O6P	AWUCVROLDVIAJX-GSVOUGTGSA-N	172.013675
M_gly_m	Glycine	C2H5NO2	DHMQDGOQFOQNFH-UHFFFAOYSA-N	75.03202841
M_glyb_m	Glycinebetaine	C5H11NO2	KWIUHFFTVRNATP-UHFFFAOYSA-N	117.0789786
M_gchola_c	glycocholate	C26H43NO6	RFDAIACWWDREDC-FRVQLJSFSA-N	465.3090381
M_gcald_c	Glycolaldehyde	C2H4O2	WGCNASOHLSPBMP-UHFFFAOYSA-N	60.02112937
M_glyclt_n	glycolate	C2H4O3	AEMRFAOFKBGASW-UHFFFAOYSA-N	76.01604399
M_glyglygly_c	gly-gly-gly	C6H11N3O4	XKUKSGPZAADMRA-UHFFFAOYSA-N	189.0749558
M_glx_c	Glyoxylate	C2H2O3	HHLFWLYXYJOTON-UHFFFAOYSA-N	74.00039392
M_gmp_n	GMP(2-)	C10H14N5O8P	RQFCJASXJCIDSX-UUOKFMHZSA-N	363.0579994
M_gtp_c	GTP(4-)	C10H16N5O14P3	XKMLYUALXHKNFT-UUOKFMHZSA-N	522.9906612
M_gua_n	Guanine	C5H5N5O	UYTPUPDQBNUYGX-UHFFFAOYSA-N	151.0494098
M_gsn_n	Guanosine	C10H13N5O5	NYHBQMYGNKIUIF-UUOKFMHZSA-N	283.0916685
M_h2o_c	H2O	H2O	XLYOFNOQVPJJNP-UHFFFAOYSA-N	18.01056468
M_7thf_c	heptaglutamylfolate(THF)	C54H68N14O27	KNLHIYYNBQALAI-IMYKNWLQSA-N	1344.437833
M_hxdcal_c	Hexadecanal	C16H32O	NIOYUNMRJMEDGI-UHFFFAOYSA-N	240.2453157
M_hdca_n	Hexadecanoate(n-C16:0)	C16H32O2	IPCSVZSSVZVIGE-UHFFFAOYSA-N	256.2402303
M_hxa_c	Hexanoate	C6H12O2	FUZZWVXGSFPDMH-UHFFFAOYSA-N	116.0837296
M_hxcoa_m	Hexanoyl-CoA(n-C6:0CoA)(4-)	C27H46N7O17P3S	OEXFMSFODMQEPE-HDRQGHTBSA-N	865.1883752
M_hista_c	Histamine	C5H9N3	NTYJJOPFIAHURM-UHFFFAOYSA-N	111.0796473
M_hgentis_n	Homogentisate	C8H8O4	IGMNYECMUMZDDF-UHFFFAOYSA-N	168.0422587
M_homoval_c	homovanillate	C9H10O4	QRMZSPFSDQBLIX-UHFFFAOYSA-N	182.0579088
M_cyan_c	Hydrogencyanide	CHN	LELOWRISYMNNSU-UHFFFAOYSA-N	27.01089904
M_h2o2_n	Hydrogenperoxide	H2O2	MHAJPDPJQMAIIY-UHFFFAOYSA-N	34.0054793
M_h2s_c	Hydrogensulfide	H2S	RWSOTUBLDIXVET-UHFFFAOYSA-N	33.98772124
M_hmgcoa_c	Hydroxymethylglutaryl-CoA(5-)	C27H44N7O20P3S	CABVTRNMFUVUDM-VRHQGPGLSA-N	911.157469
M_hpyr_c	Hydroxypyruvate	C3H4O4	HHDDCCUIIUWNGJ-UHFFFAOYSA-N	104.0109586
M_hyptaur_c	Hypotaurine	C2H7NO2S	VVIUBCNYACGLLV-UHFFFAOYSA-N	109.0197496
M_hxan_c	Hypoxanthine	C5H4N4O	FDGQSTZJBFJUBT-UHFFFAOYSA-N	136.0385108
M_idp_c	IDP(3-)	C10H14N4O11P2	JPXZQMKKFWMMGK-KQYNXXCUSA-N	428.0134313
M_imp_n	IMP(2-)	C10H13N4O8P	GRSZFWQUAKGDAV-KQYNXXCUSA-	348.0471004
M_id3acald_c	Indole-3-acetaldehyde	C10H9NO	WHOOUMGHGSPMGR-UHFFFAOYSA-N	159.0684139
M_ind3ac_c	Indole-3-acetate	C10H9NO2	SEOVTRFCIGRIMH-UHFFFAOYSA-N	175.0633285
M_ind56qn_c	Indole-5,6-quinone	C8H5NO2	IGGVVGHJSQSLFO-UHFFFAOYSA-N	147.0320284
M_pppi_c	Inorganictriphosphate(5-)	H5O10P3	UNXRWKVEANCORM-UHFFFAOYSA-N	257.9095574
M_ins_n	Inosine	C10H12N4O5	UGQMRVRMYYASKQ-KQYNXXCUSA-N	268.0807695
M_ibcoa_m	Isobutyryl-CoA(4-)	C25H42N7O17P3S	AEWHYWSPVRZHCT-NDZSKPAWSA-N	837.1570751
M_icit_m	Isocitrate(3-)	C6H8O7	ODBLHEXUDAPZAU-ZAFYKAAXSA-N	192.0270026
M_ipdp_n	Isopentenyldiphosphate(3-)	C5H12O7P2	NUHSROFQTUXZQQ-UHFFFAOYSA-N	246.0058267
M_ivcoa_m	Isovaleryl-CoA(4-)	C26H44N7O17P3S	UYVZIWWBJMYRCD-ZMHDXICWSA-N	851.1727252
M_itp_n	ITP(4-)	C10H15N4O14P3	HAEJPQIATWHALX-KQYNXXCUSA-N	507.9797622
M_1p3h5c_c	L-1-Pyrroline-3-hydroxy-5-carboxylate	C5H7NO3	WFOFKRKDDKGRIK-DMTCNVIQSA-N	129.0425931
M_2aobut_m	L-2-Amino-3-oxobutanoate	C4H7NO3	SAUCHDKDCUROAO-VKHMYHEASA-	117.0425931
M_L2aadp_m	L-2-Aminoadipate	C6H11NO4	OYIFNHCXNCRBQI-BYPYZUCNSA-N	161.0688078
M_L2aadp6sa_c	L-2-Aminoadipate6-semialdehyde	C6H11NO3	GFXYTQPNNXGICT-YFKPBYRVSA-N	145.0738932
M_4hglusa_c	L-4-Hydroxyglutamatesemialdehyde	C5H9NO4	XCXUZPXOFFRGGP-DMTCNVIQSA-N	147.0531578
M_lcts_c	Lactose	C12H22O11	GUBGYTABKSRVRQ-QKKXKWKRSA-N	342.1162115
M_LalaLglu_c	L-Ala-L-Glu	C8H14N2O5	VYZAGTDAHUIRQA-WHFBIAKZSA-N	218.0902716
M_ala_L_c	L-Alanine	C3H7NO2	QNAYBMKLOCPYGJ-REOHCLBHSA-N	89.04767847
M_athr_L_m	L-allo-threonine	C4H9NO3	AYFVYJQAPQTCCC-HRFVKAFMSA-N	119.0582432
M_abt_c	L-Arabinitol	C5H12O5	HEBKCHPVOIAQTA-IMJSIDKUSA-N	152.0684735
M_arg_L_c	L-Arginine	C6H14N4O2	ODKSFYDXXFIFQN-BYPYZUCNSA-N	174.1116757
M_ascb_L_c	L-Ascorbate	C6H8O6	CIWBSHSKHKDKBQ-JLAZNSOCSA-N	176.032088
M_asn_L_c	L-Asparagine	C4H8N2O3	DCXYFEDJOCDNAF-REOHCLBHSA-N	132.0534921
M_asp_L_c	L-Aspartate	C4H7NO4	CKLJMWTZIZZHCS-REOHCLBHSA-N	133.0375077
M_lthstrl_c	Lathosterol	C27H46O	IZVFFXVYBHFIHY-SKCNUYALSA-N	386.3548661
M_lcar_c	lauroylcarnitine	C19H37NO4	FUJLYHJROOYKRA-QGZVFWFLSA-N	343.2722587
M_crn_m	L-Carnitine	C7H15NO3	PHIQHXFUZVPYII-ZCFIWIBFSA-N	161.1051933
M_citr_L_c	L-citrulline	C6H13N3O3	RHGKLRLOHDJJDR-BYPYZUCNSA-N	175.0956913
M_cyst_L_c	L-cystathionine	C7H14N2O4S	ILRYLPWNYFXEMH-WHFBIAKZSA-N	222.0674281
M_Lcyst_c	L-Cysteate	C3H7NO5S	XVOYSCVBGLVSOL-REOHCLBHSA-N	169.0044935
M_cys_L_c	L-cysteine	C3H7NO2S	XUJNEKJLAYXESH-REOHCLBHSA-N	121.0197496
M_L_dpchrm_c	L-dopachrome	C9H7NO4	VJNCICVKUHKIIV-LURJTMIESA-N	193.0375077
M_e4hglu_c	L-erythro-4-Hydroxyglutamate	C5H9NO5	HBDWQSHEVMSFGY-STHAYSLISA-N	163.0480724
M_2c23dh56dhoxin_c	leucodopachrome	C9H9NO4	JDWYRSDDJVCWPB-LURJTMIESA-N	195.0531578
M_leuktrA4_c	LeukotrieneA4(1-)	C20H30O3	UFPQIRYSPUYQHK-WAQVJNLQSA-N	318.2194948
M_leuktrB4_c	LeukotrieneB4(1-)	C20H32O4	VNYSSYRCGWBHLG-AMOLWHMGSA-N	336.2300595
M_Lfmkynr_c	L-Formylkynurenine	C11H12N2O4	BYHJHXPTQMMKCA-QMMMGPOBSA-N	236.0797069
M_glu_L_c	L-glutamate	C5H9NO4	WHUUTDBJXJRKMK-VKHMYHEASA-N	147.0531578
M_glu5p_c	L-Glutamate5-phosphate(2-)	C5H10NO7P	PJRXVIJAERNUIP-VKHMYHEASA-N	227.0194887
M_glu5sa_c	L-Glutamate5-semialdehyde	C5H9NO3	KABXUUFDPUOJMW-BYPYZUCNSA-N	131.0582432
M_gln_L_c	L-glutamine	C5H10N2O3	ZDXPYRJPNDTMRX-VKHMYHEASA-N	146.0691422
M_guln_c	L-Gulonate	C6H12O7	RGHNJXZEOKUKBD-QTBDOELSSA-N	196.0583027
M_gullac_c	L-gulono-1,4-lactone	C6H10O6	SXZYCXMUPBBULW-SKNVOMKLSA-N	178.047738
M_lhexcar_m	L-Hexanoylcarnitine	C13H25NO4	VVPRQWTYSNDTEA-LLVKDONJSA-N	259.1783583
M_his_L_c	L-histidine	C6H9N3O2	HNDVDQJCIGZPNO-YFKPBYRVSA-N	155.0694765
M_ttc_c	lignocerate	C24H48O2	QZZGJDVWLFXDLK-UHFFFAOYSA-N	368.3654308
M_lnlc_c	linoleicacid(allcisC18:2)n-6	C18H32O2	OYHQOLUKZRVURQ-HZJYTTRNSA-N	280.2402303
M_lnlccoa_c	linoleiccoenzymeA(4-)	C39H66N7O17P3S	YECLLIMZHNYFCK-RRNJGNTNSA-N	1029.344876
M_lnlccrn_c	Linoleylcarnitine	C25H45NO4	MJLXQSQYKZWZCB-UTJQPWESSA-N	423.3348589
M_ile_L_m	L-isoleucine	C6H13NO2	AGPKZVBTJJNPAG-WHFBIAKZSA-N	131.0946287
M_Lkynr_c	L-Kynurenine	C10H12N2O3	YGPSJZOEDVAXAB-QMMMGPOBSA-N	208.0847923
M_lac_L_c	L-lactate	C3H6O3	JVTAAEKCZFNVCJ-REOHCLBHSA-N	90.03169405
M_leu_L_m	L-leucine	C6H13NO2	ROHFNLRQFUQHCH-YFKPBYRVSA-N	131.0946287
M_lys_L_c	L-lysine	C6H14N2O2	KDXKERNSBIXSRK-YFKPBYRVSA-N	146.1055277
M_met_L_m	L-methionine	C5H11NO2S	FFEARJCKVFRZRR-BYPYZUCNSA-N	149.0510498
M_lmyrcar_c	L-Myristoylcarnitine	C21H41NO4	PSHXNVGSVNEJBD-LJQANCHMSA-N	371.3035588
M_c8crn_c	L-octanoylcarnitine	C15H29NO4	CXTATJFJDMJMIY-CYBMUJFWSA-N	287.2096584
M_lphol_c	lophenol	C28H48O	LMYZQUNLYGJIHI-SPONXPENSA-N	400.3705162
M_pmtcrn_c	L-Palmitoylcarnitine	C23H45NO4	XOMRRQXKHMYMOC-OAQYLSRUSA-N	399.3348589
M_pro_L_e	L-proline	C5H9NO2	ONIBWKKTOPOVIA-BYPYZUCNSA-N	115.0633285
M_selcyst_c	L-Selenocystathionine	C7H14N2O4Se	ZNWYDQPOUQRDLY-WHFBIAKZSA-N	270.011879
M_selmeth_c	L-Selenomethionine	C5H11NO2Se	RJFAYQIBOAGBLC-BYPYZUCNSA-N	196.995501
M_ser_L_c	L-serine	C3H7NO3	MTCFGRXMJLQNBG-REOHCLBHSA-N	105.0425931
M_sl_L_c	L-sulfolactate(2-)	C3H6O6S	CSRZVBCXQYEYKY-REOHCLBHSA-N	169.9885091
M_thr_L_c	L-threonine	C4H9NO3	AYFVYJQAPQTCCC-GBXIJSLDSA-N	119.0582432
M_trp_L_c	L-tryptophan	C11H12N2O2	QIVBCDIJIAJPQS-VIFPVBQESA-N	204.0898776
M_tyr_L_c	L-tyrosine	C9H11NO3	OUYCCCASQSFEME-QMMMGPOBSA-N	181.0738932
M_val_L_m	L-valine	C5H11NO2	KZSNJWFQEVHDMF-BYPYZUCNSA-N	117.0789786
M_lxhexll_c	L-xylo-hexulonolactone	C6H8O6	KRGQEOSDQHTZMX-GDGKWOGESA-N	176.032088
M_xylu_L_n	L-xylulose	C5H10O5	ZAQJHHRNXZUBTE-WVZVXSGGSA-N	150.0528234
M_lys_tyr_glu_c	lys-tyr-glu	C20H30N4O7	XYLSGAWRCZECIQ-JYJNAYRXSA-N	438.2114493
M_msa_m	Malonatesemialdehyde	C3H4O3	OAKURXIZZOAYBC-UHFFFAOYSA-N	88.01604399
M_malcoa_c	Malonyl-CoA(5-)	C24H38N7O19P3S	LTYOQGRJFJAKNA-DVVLENMVSA-N	853.1156042
M_malt_c	Maltose	C12H22O11	GUBGYTABKSRVRQ-QUYVBRFLSA-N	342.1162115
M_malttr_c	maltotetraose	C24H42O21	UYQJCPNSAVWAFU-KVXMBEGHSA-N	666.2218584
M_maltr_c	maltotriose	C18H32O16	RXVWSYJTUUKTEA-CGQAXDJHSA-N	504.169035
M_melib_c	Melibiose	C12H22O11	DLRVVLDZNNYCBX-ABXHMFFYSA-N	342.1162115
M_mercppyr_c	Mercaptopyruvate	C3H4O3S	OJOLFAIGOXZBCI-UHFFFAOYSA-N	119.9881152
M_met_ala_met_c	met-ala-met	C13H25N3O4S2	VTKPSXWRUGCOAC-GUBZILKMSA-N	351.1286486
M_meoh_c	Methanol	CH4O	OKKJLVBELUTLKV-UHFFFAOYSA-N	32.02621475
M_mthgxl_c	Methylglyoxal	C3H4O2	AIJULSRZWUXGPQ-UHFFFAOYSA-N	72.02112937
M_mm_m	methylmalonate(2-)	C4H6O4	ZIYVHBGGAOATLY-UHFFFAOYSA-N	118.0266087
M_mmtsa_m	methylmalonate-semialdehyde	C4H6O3	VOKUMXABRRXHAR-VKHMYHEASA-N	102.0316941
M_mpt_n	molybdopterin	C10H14N5O6PS2	HPEUEJRPDGMIMY-IFQPEPLCSA-N	395.0123125
M_mdascb_c	monodehydroascorbate	C6H7O6	LHFJOBMTAJJOTB-JLAZNSOCSA-N	175.0242629
M_inost_c	myo-Inositol	C6H12O6	CDAISMWEOUEBRE-GPIVLXJGSA-N	180.0633881
M_4ppcys_c	N-((R)-4-Phosphopantothenoyl)-L-cysteine(3-)	C12H23N2O9PS	XQYALQVLCNHCFT-CBAPKCEASA-N	402.0861885
M_chtbs_c	N,N-diacetylchitobiose	C16H28N2O11	CDOJPCSDOXYJJF-CBTAGEKQSA-N	424.1693097
M_dmbala_c	N,N-dimethyl-beta-alanine	C5H11NO2	JMOXSQYGVIXBBZ-UHFFFAOYSA-N	117.0789786
M_gar_c	N1-(5-Phospho-D-ribosyl)glycinamide	C7H15N2O8P	OBQMLSFOUZUIOB-HJZCUYRDSA-N	286.0566024
M_fgam_c	N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide(2-)	C8H15N2O9P	VDXLUNDMVKSKHO-ZRTZXPPTSA-N	314.0515171
M_n4abutn_m	N4-Acetylaminobutanal	C6H11NO2	DDSLGZOYEPKPSJ-UHFFFAOYSA-N	129.0789786
M_dcamp_c	N6-(1,2-Dicarboxyethyl)-AMP(4-)	C14H18N5O11P	OFBHPPMPBOJXRT-DPXQIYNJSA-N	463.0740434
M_tmlys_c	N6,N6,N6-Trimethyl-L-lysine	C9H21N2O2	MXNRLFUSFKVQSK-QMMMGPOBSA-O	189.1597543
M_acBgamam_c	N-Acetyl-beta-D-glucosaminylamine	C8H16N2O5	MCGXOCXFFNKASF-FMDGEEDCSA-N	220.1059216
M_acgal_c	N-Acetyl-D-galactosamine	C8H15NO6	OVRNDRQMDRJTHS-KEWYIRBNSA-N	221.0899372
M_acgam_n	N-Acetyl-D-glucosamine	C8H15NO6	OVRNDRQMDRJTHS-FMDGEEDCSA-N	221.0899372
M_acgam1p_n	N-Acetyl-D-glucosamine1-phosphate(2-)	C8H16NO9P	BRGMHAYQAZFZDJ-FMDGEEDCSA-N	301.0562681
M_acgam6p_n	N-Acetyl-D-glucosamine6-phosphate(2-)	C8H16NO9P	BRGMHAYQAZFZDJ-RTRLPJTCSA-N	301.0562681
M_acorn_n	N-acetyl-L-ornithine	C7H14N2O3	JRLGPAXAGHMNOL-LURJTMIESA-N	174.1004423
M_aprut_c	N-Acetylputrescine	C6H14N2O	KLZGKIDSEJWEDW-UHFFFAOYSA-N	130.1106131
M_cala_c	N-Carbamoyl-beta-alanine	C4H8N2O3	JSJWCHRYRHKBBW-UHFFFAOYSA-N	132.0534921
M_cbasp_c	N-Carbamoyl-L-aspartate(2-)	C5H8N2O5	HLKXYZVTANABHZ-REOHCLBHSA-N	176.0433214
M_dmeap_c	N-dimethylethanolaminephosphate	C4H12NO4P	BLHVJAAEHMLMOI-UHFFFAOYSA-N	169.0503949
M_forglu_c	N-Formimidoyl-L-glutamate	C6H10N2O4	NRXIKWMTVXPVEF-BYPYZUCNSA-N	174.0640568
M_nformanth_c	N-Formylanthranilate	C8H7NO3	LLLPDUXGHXIXIW-UHFFFAOYSA-N	165.0425931
M_Nforglu_c	N-Formyl-L-glutamate(2-)	C6H9NO5	ADZLWSMFHHHOBV-BYPYZUCNSA-N	175.0480724
M_ncam_c	Nicotinamide	C6H6N2O	DFPAKSUCGFBDDF-UHFFFAOYSA-N	122.0480128
M_nad_c	Nicotinamideadeninedinucleotide	C21H27N7O14P2	BAWFJGJZGIEFAR-NNYOXOHSSA-N	663.1091226
M_nadh_m	Nicotinamideadeninedinucleotide-reduced	C21H29N7O14P2	BOPGDPNILDQYTO-NNYOXOHSSA-N	665.1247726
M_nadp_c	Nicotinamideadeninedinucleotidephosphate	C21H28N7O17P3	XJLXINKUBYWONI-NNYOXOHSSA-N	743.0754535
M_nadph_c	Nicotinamideadeninedinucleotidephosphate-reduced	C21H30N7O17P3	ACFIXJIJDZMPPO-NNYOXOHSSA-N	745.0911035
M_nac_c	Nicotinate	C6H5NO2	PVNIIMVLHYAWGP-UHFFFAOYSA-N	123.0320284
M_nicrns_c	NicotinateD-ribonucleoside	C11H13NO6	PUEDDPCUCPRQNY-ZYUZMQFOSA-N	255.0742871
M_mbala_c	N-methyl-beta-alanine	C4H9NO2	VDIPNVCWMXZNFY-UHFFFAOYSA-N	103.0633285
M_nmlamp_c	N-methylethanolaminephosphate	C3H10NO4P	HZDCAHRLLXEQFY-UHFFFAOYSA-N	155.0347448
M_mhista_c	N-Methylhistamine	C6H11N3	FHQDWPCFSJMNCT-UHFFFAOYSA-N	125.0952974
M_nmn_c	NMN	C11H15N2O8P	DAYLJWODMCOQEW-TURQNECASA-N	334.0566024
M_npr4hben_m	nonaprenyl-4-hydroxybenzoate	C52H78O3	YIXNPXUQGCNFPX-RTPSYSNVSA-N	750.5950964
M_nrpphr_c	(R)-noradrenaline(1+)	C8H11NO3	SFLSHLFXELFNJZ-QMMMGPOBSA-N	169.0738932
M_rnam_n	N-Ribosylnicotinamide	C11H15N2O5	JLEBZPBDRKPWTD-TURQNECASA-O	255.097548
M_o2_n	dioxygen	O2	MYMOFIZGZYHOMD-UHFFFAOYSA-N	31.98982924
M_ac_adprib_c	O-Acetyl-ADP-ribose(2-)	C17H25N5O15P2	BFNOPXRXIQJDHO-YDKGJHSESA-N	601.0822391
M_acrn_m	O-Acetylcarnitine	C9H17NO4	RDHQFKQIGNGIED-UHFFFAOYSA-N	203.115758
M_acser_c	O-Acetyl-L-serine	C5H9NO4	VZXPDPZARILFQX-BYPYZUCNSA-N	147.0531578
M_obcar_m	O-Butanoylcarnitine	C11H21NO4	QWYFHHGCZUCMBN-UHFFFAOYSA-N	231.1470582
M_ocdca_c	octadecanoate(n-C18:0)	C18H36O2	QIQXTHQIDYTFRH-UHFFFAOYSA-N	284.2715304
M_odeccar_c	octadecanoylcarnitine	C25H49NO4	FNPHNLNTJNMAEE-UHFFFAOYSA-N	427.3661591
M_odecoa_c	Octadecenoyl-CoA(n-C18:1CoA)(4-)	C39H68N7O17P3S	XDUHQPOXLUAVEE-BPMMELMSSA-N	1031.360526
M_octa_c	octanoate	C8H16O2	WWZKQHOCKIZLMA-UHFFFAOYSA-N	144.1150298
M_occoa_m	Octanoyl-CoA(n-C8:0CoA)(4-)	C29H50N7O17P3S	KQMZYOXOBSXMII-CECATXLMSA-N	893.2196753
M_octpam_c	Octopamine	C8H11NO2	QHGUCRYDKWKLMG-UHFFFAOYSA-N	153.0789786
M_ocdce9a_c	oleate	C18H34O2	ZQPPMHVWECSIRJ-KTKRTIGZSA-N	282.2558803
M_ohdca_c	10-hydroxycaprate	C10H20O3	YJCJVMMDTBEITC-UHFFFAOYSA-N	188.1412445
M_pser_L_c	O-phosphonato-L-serine(2-)	C3H8NO6P	BZQFBWGGLXLEPQ-REOHCLBHSA-N	185.008924
M_orn_c	Ornithine	C5H12N2O2	AHLPHDHHMVZTML-BYPYZUCNSA-N	132.0898776
M_orot_c	Orotate	C5H4N2O4	PXQPEWDEAKTCGB-UHFFFAOYSA-N	156.0171066
M_orot5p_c	orotidine-5-phosphate(3-)	C10H13N2O11P	KYOBSHFOBAOFBF-XVFCMESISA-N	368.0256962
M_oxa_c	oxalate(-2)	C2H2O4	MUBZPKHOEPUJKR-UHFFFAOYSA-N	89.99530854
M_oaa_c	Oxaloacetate(2-)	C4H4O5	KHPXUQMNIQBQEV-UHFFFAOYSA-N	132.0058732
M_gthox_c	Oxidizedglutathione(2-)	C20H32N6O12S2	YPZRWBKMTBYPTK-BJDJZHNGSA-N	612.1519628
M_fa16p1n7_c	Palmitoleicacid	C16H30O2	SECPZKHBENQXJG-FPLPWBNLSA-N	254.2245802
M_fa16p1n7coa_c	Palmitoleyl-CoA(4-)	C37H64N7O17P3S	QBYOCCWNZAOZTL-MDMKAECGSA-N	1003.329226
M_pmtcoa_n	Palmitoyl-CoA(n-C16:0CoA)(4-)	C37H66N7O17P3S	MNBKLUUYKPBKDU-BBECNAHFSA-N	1005.344876
M_4abz_c	p-aminobenzoate	C7H7NO2	ALYNCZNDIQEVRV-UHFFFAOYSA-N	137.0476785
M_pan4p_c	Pantetheine4-phosphate(2-)	C11H23N2O7PS	JDMUPRLRUUMCTL-UHFFFAOYSA-N	358.0963593
M_5thf_c	pentaglutamylfolate(6-)	C39H47N11O18	IVSPPVMFGMVDLI-LSBAASHUSA-N	957.3100537
M_peamn_c	Phenethylamine	C8H11N	BHHGXPLMPWCGHP-UHFFFAOYSA-N	121.0891494
M_phe_L_n	L-Phenylalanine	C9H11NO2	COLNVLDHVKWLRT-QMMMGPOBSA-N	165.0789786
M_phpyr_c	Phenylpyruvate	C9H8O3	BTNMPGBKDVTSJY-UHFFFAOYSA-N	164.0473441
M_pep_m	Phosphoenolpyruvate(3-)	C3H5O6P	DTBNBXWJWCWCIK-UHFFFAOYSA-N	167.9823749
M_minohp_n	phytate(12-)	C6H18O24P6	IMQLKJBTEOYOSI-GPIVLXJGSA-N	659.8613734
M_psqldp_c	presqualenediphosphate(3-)	C30H52O7P2	ATZKAUGGNMSCCY-VYCBRMPGSA-N	586.318828
M_ppcoa_c	Propanoyl-CoA(4-)	C24H40N7O17P3S	QAQREVBBADEHPA-IEXPHMLFSA-N	823.141425
M_prpncoa_m	Acryloyl-CoA(4-)	C24H38N7O17P3S	POODSGUMUCVRTR-IEXPHMLFSA-N	821.125775
M_ppa_c	Propionate(n-C3:0)	C3H6O2	XBDQKXXYIPTUBI-UHFFFAOYSA-N	74.03677943
M_pcrn_c	Propionyl-carnitine	C10H19NO4	UFAHZIUFPNSHSL-UHFFFAOYSA-N	217.1314081
M_12ppd_R_c	Propyleneglycol	C3H8O2	DNIAPMSPPWPWGF-UHFFFAOYSA-N	76.0524295
M_prostgd2_c	ProstaglandinD2(1-)	C20H32O5	BHMBVRSPMRCCGG-OUTUXVNYSA-N	352.2249741
M_prostge2_c	prostaglandinE2(1-)	C20H32O5	XEYBRNLFEZDVAW-ARSRFYASSA-N	352.2249741
M_prostgh2_c	prostaglandinH2(1-)	C20H32O5	YIBNHAJFJUQSRA-YNNPMVKQSA-N	352.2249741
M_pheme_e	Protoheme	C34H32FeN4O4	KABFMIBPWCXCRK-RGGAHWMASA-L	616.177292
M_psduri_c	Pseudouridine	C9H12N2O6	PTJWIQPHWPFNBW-GBNDHIKLSA-N	244.0695361
M_psd5p_c	Pseudouridine5-phosphate(2-)	C9H13N2O9P	MOBMOJGXNHLLIR-GBNDHIKLSA-N	324.035867
M_ptrc_c	Putrescine	C4H12N2	KIDHWZJUCRJVML-UHFFFAOYSA-N	88.10004839
M_pydx_c	Pyridoxal	C8H9NO3	RADKZDMFGJYCBB-UHFFFAOYSA-N	167.0582432
M_pydx5p_c	Pyridoxal5-phosphate(2-)	C8H10NO6P	NGVDGCNFYWLIFO-UHFFFAOYSA-N	247.024574
M_pydam_c	Pyridoxamine(1+)	C8H12N2O2	NHZMQXZHNVQTQA-UHFFFAOYSA-N	168.0898776
M_pyam5p_m	Pyridoxamine5-phosphate	C8H13N2O5P	ZMJGSOSNSPKHNH-UHFFFAOYSA-N	248.0562085
M_pydxn_c	Pyridoxine	C8H11NO3	LXNHXLLTXMVWPM-UHFFFAOYSA-N	169.0738932
M_pdx5p_m	Pyridoxine5-phosphate(2-)	C8H12NO6P	WHOMFKWHIQZTHY-UHFFFAOYSA-N	249.0402241
M_pyr_m	Pyruvate	C3H4O3	LCTONWCANYUPML-UHFFFAOYSA-N	88.01604399
M_quln_c	Quinolinate(2-)	C7H5NO4	GJAWHXHKYYXBSV-UHFFFAOYSA-N	167.0218576
M_raffin_c	Raffinose	C18H32O16	MUPFEKGTMRGPLJ-ZQSKZDJDSA-N	504.169035
M_gthrd_e	Reducedglutathione	C10H17N3O6S	RWSXRVCMGQZWBV-WDSKDSINSA-N	307.0838065
